phrase,news_count,research_count,speech_count,news_percentage,research_percentage,speech_percentage,average_percentage,source,agriculture_and_food_production,healthcare_and_wellbeing,general,none_of_the_above
pharmacy shops,20.0,26.0,6.0,0.0002,0.0002,0.0001,0.0002,news_research_speech,False,True,False,False
law enforcement officials,50.0,4.0,7.0,0.0004,0.0,0.0001,0.0002,news_research_speech,False,False,True,False
records management,2.0,57.0,0.0,0.0,0.0005,0.0,0.0002,news_research,False,False,True,False
growing scrutiny,26.0,0.0,4.0,0.0002,0.0,0.0001,0.0002,news_speech,False,False,True,False
law enforcement people,0.0,0.0,12.0,0.0,0.0,0.0002,0.0002,speech,False,False,True,False
growing role,57.0,4.0,3.0,0.0005,0.0,0.0,0.0002,news_research_speech,False,False,True,False
attempted robbery,53.0,1.0,1.0,0.0005,0.0,0.0,0.0002,news_research_speech,False,False,True,False
growing risk,18.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
https,20.0,33.0,2.0,0.0002,0.0003,0.0,0.0002,news_research_speech,False,False,False,True
thirteen years,24.0,31.0,0.0,0.0002,0.0003,0.0,0.0002,news_research,False,False,True,False
growing sense,51.0,9.0,6.0,0.0004,0.0001,0.0001,0.0002,news_research_speech,False,False,True,False
growing threats,65.0,1.0,6.0,0.0006,0.0,0.0001,0.0002,news_research_speech,False,False,True,False
housing supply,13.0,50.0,1.0,0.0001,0.0005,0.0,0.0002,news_research_speech,False,False,True,False
growing tension,49.0,3.0,14.0,0.0004,0.0,0.0002,0.0002,news_research_speech,False,False,True,False
management member,25.0,41.0,9.0,0.0002,0.0004,0.0001,0.0002,news_research_speech,False,False,True,False
housing type,0.0,22.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
growing sentiment,25.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
supplier assessment,0.0,19.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,True,False
chicken change,10.0,0.0,12.0,0.0001,0.0,0.0002,0.0002,news_speech,True,False,False,False
pharmacy council,7.0,7.0,30.0,0.0001,0.0001,0.0005,0.0002,news_research_speech,False,True,False,False
luxury brands,20.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
pharmacy department,0.0,24.0,0.0,0.0,0.0002,0.0,0.0002,research,False,True,False,False
safety and health practices,0.0,22.0,0.0,0.0,0.0002,0.0,0.0002,research,False,True,True,False
supplications,32.0,15.0,11.0,0.0003,0.0001,0.0002,0.0002,news_research_speech,False,False,False,True
million tonnes,49.0,8.0,0.0,0.0004,0.0001,0.0,0.0002,news_research,True,False,False,False
groundnut plant,0.0,21.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
weave structure,0.0,26.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,False,True
pitchside monitor,23.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,False,True
green army,2.0,0.0,32.0,0.0,0.0,0.0005,0.0002,news_speech,False,False,False,True
money government,5.0,0.0,23.0,0.0,0.0,0.0004,0.0002,news_speech,False,False,True,False
greats,57.0,0.0,3.0,0.0005,0.0,0.0,0.0002,news_speech,False,False,False,True
pitch covers,7.0,0.0,17.0,0.0001,0.0,0.0003,0.0002,news_speech,False,False,False,True
ethyl acetate fraction,0.0,25.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,False,True
milk chocolate,6.0,24.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,True,False,False,False
subcommittee,14.0,16.0,24.0,0.0001,0.0001,0.0004,0.0002,news_research_speech,False,False,True,False
ticket prices,38.0,0.0,4.0,0.0003,0.0,0.0001,0.0002,news_speech,False,False,True,False
related projects,8.0,19.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,False,False,True,False
weekday,23.0,24.0,5.0,0.0002,0.0002,0.0001,0.0002,news_research_speech,False,False,True,False
championship title,18.0,0.0,6.0,0.0002,0.0,0.0001,0.0002,news_speech,False,False,False,True
sub-section,0.0,18.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
constituency results,20.0,1.0,19.0,0.0002,0.0,0.0003,0.0002,news_research_speech,False,False,True,False
related processes,8.0,18.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,False,False,True,False
week observation,9.0,1.0,29.0,0.0001,0.0,0.0005,0.0002,news_research_speech,False,False,True,False
related platforms,13.0,0.0,11.0,0.0001,0.0,0.0002,0.0002,news_speech,False,False,True,False
milk proteins,0.0,18.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
milk products,9.0,30.0,0.0,0.0001,0.0003,0.0,0.0002,news_research,True,False,False,False
green climate fund,0.0,0.0,13.0,0.0,0.0,0.0002,0.0002,speech,True,False,True,False
constituency election,11.0,10.0,16.0,0.0001,0.0001,0.0003,0.0002,news_research_speech,False,False,True,False
app store,26.0,2.0,30.0,0.0002,0.0,0.0005,0.0002,news_research_speech,False,False,True,False
constituency executive,19.0,0.0,9.0,0.0002,0.0,0.0001,0.0002,news_speech,False,False,True,False
constituency executive committee,6.0,0.0,17.0,0.0001,0.0,0.0003,0.0002,news_speech,False,False,True,False
audit fee,1.0,59.0,0.0,0.0,0.0005,0.0,0.0002,news_research,False,False,True,False
change change,0.0,0.0,10.0,0.0,0.0,0.0002,0.0002,speech,False,False,False,True
dwarf,10.0,39.0,4.0,0.0001,0.0004,0.0001,0.0002,news_research_speech,True,False,False,False
constituency office,60.0,0.0,1.0,0.0005,0.0,0.0,0.0002,news_speech,False,False,True,False
constituency officers,23.0,0.0,10.0,0.0002,0.0,0.0002,0.0002,news_speech,False,False,True,False
constituency organizer,13.0,0.0,21.0,0.0001,0.0,0.0003,0.0002,news_speech,False,False,True,False
audit firm tenure,0.0,25.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
sailors,36.0,28.0,5.0,0.0003,0.0003,0.0001,0.0002,news_research_speech,False,False,False,True
audit process,25.0,48.0,9.0,0.0002,0.0004,0.0001,0.0002,news_research_speech,False,False,True,False
sails,17.0,30.0,0.0,0.0001,0.0003,0.0,0.0002,news_research,False,False,False,True
acid hydrolysis,0.0,18.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,False,True
money lab,0.0,0.0,12.0,0.0,0.0,0.0002,0.0002,speech,False,False,False,True
sub groups,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
gravity method,0.0,26.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,False,True
constitutionally required advice,48.0,0.0,1.0,0.0004,0.0,0.0,0.0002,news_speech,False,False,True,False
sub districts,1.0,47.0,0.0,0.0,0.0004,0.0,0.0002,news_research,False,False,True,False
identified plants,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
access loans,8.0,26.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,False,False,True,False
sail,61.0,8.0,3.0,0.0005,0.0001,0.0,0.0002,news_research_speech,False,False,False,True
identified gaps,13.0,25.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,False,False,True,False
pith,6.0,45.0,0.0,0.0001,0.0004,0.0,0.0002,news_research,True,False,False,False
champions league,7.0,0.0,26.0,0.0001,0.0,0.0004,0.0002,news_speech,False,False,False,True
audit opinion,0.0,11.0,18.0,0.0,0.0001,0.0003,0.0002,research_speech,False,False,True,False
management control,4.0,47.0,0.0,0.0,0.0004,0.0,0.0002,news_research,False,False,True,False
sub samples,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
subject matter committee,0.0,0.0,15.0,0.0,0.0,0.0002,0.0002,speech,False,False,True,False
pipe network system,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,True,False
weed seeds,0.0,52.0,1.0,0.0,0.0005,0.0,0.0002,research_speech,True,False,False,False
kusasi people,0.0,0.0,15.0,0.0,0.0,0.0002,0.0002,speech,False,False,False,True
pipe water,3.0,41.0,18.0,0.0,0.0004,0.0003,0.0002,news_research_speech,True,True,True,False
said report,51.0,0.0,1.0,0.0004,0.0,0.0,0.0002,news_speech,False,False,True,False
subnetted network,0.0,23.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
kusasi chief,0.0,0.0,12.0,0.0,0.0,0.0002,0.0002,speech,False,False,False,True
audit committee effectiveness,0.0,23.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
consistence,2.0,67.0,1.0,0.0,0.0006,0.0,0.0002,news_research_speech,False,False,True,False
throws,10.0,6.0,19.0,0.0001,0.0001,0.0003,0.0002,news_research_speech,False,False,True,False
pioneering work,38.0,15.0,0.0,0.0003,0.0001,0.0,0.0002,news_research,False,False,True,False
appeal process,34.0,7.0,17.0,0.0003,0.0001,0.0003,0.0002,news_research_speech,False,False,True,False
audit activity,0.0,23.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
weed growth,1.0,53.0,0.0,0.0,0.0005,0.0,0.0002,news_research,True,False,False,False
expectant mother,31.0,30.0,6.0,0.0003,0.0003,0.0001,0.0002,news_research_speech,False,True,False,False
weed management,3.0,40.0,0.0,0.0,0.0004,0.0,0.0002,news_research,True,False,False,False
appeal judges,8.0,0.0,14.0,0.0001,0.0,0.0002,0.0002,news_speech,False,False,True,False
weed management methods,0.0,22.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
subri forest reserve,0.0,0.0,15.0,0.0,0.0,0.0002,0.0002,speech,True,False,False,False
appeal court,11.0,2.0,31.0,0.0001,0.0,0.0005,0.0002,news_research_speech,False,False,True,False
green technology,36.0,17.0,7.0,0.0003,0.0002,0.0001,0.0002,news_research_speech,True,False,True,False
piped water,5.0,44.0,0.0,0.0,0.0004,0.0,0.0002,news_research,True,True,True,False
risk attitude,0.0,20.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
dwelling units,2.0,55.0,0.0,0.0,0.0005,0.0,0.0002,news_research,False,False,True,False
zeolite synthesis,0.0,26.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
change processes,0.0,21.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
audit delay,0.0,19.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
dwelling place,6.0,20.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,False,False,True,False
constituenc,0.0,0.0,12.0,0.0,0.0,0.0002,0.0002,speech,False,False,True,False
week celebration,23.0,7.0,13.0,0.0002,0.0001,0.0002,0.0002,news_research_speech,False,False,True,False
audit department,3.0,39.0,0.0,0.0,0.0004,0.0,0.0002,news_research,False,False,True,False
subjectivism,0.0,26.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
change order,0.0,22.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
change management process,0.0,24.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
green design sustainability,0.0,20.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,True,False
management decision,8.0,55.0,8.0,0.0001,0.0005,0.0001,0.0002,news_research_speech,False,False,True,False
recommended limit,4.0,46.0,0.0,0.0,0.0004,0.0,0.0002,news_research,False,True,True,False
constituency collation centres,18.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
change vote,0.0,0.0,14.0,0.0,0.0,0.0002,0.0002,speech,False,False,True,False
recommended rate,1.0,64.0,1.0,0.0,0.0006,0.0,0.0002,news_research_speech,True,False,True,False
changfans,19.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,False,True
conspiracy theorists,27.0,0.0,4.0,0.0002,0.0,0.0001,0.0002,news_speech,False,False,True,False
submarine,50.0,2.0,7.0,0.0004,0.0,0.0001,0.0002,news_research_speech,False,False,True,False
green logistics,0.0,20.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,True,False
green leaves,4.0,53.0,0.0,0.0,0.0005,0.0,0.0002,news_research,True,False,False,False
outings,58.0,9.0,1.0,0.0005,0.0001,0.0,0.0002,news_research_speech,False,False,True,False
visibility studies,1.0,0.0,24.0,0.0,0.0,0.0004,0.0002,news_speech,False,False,True,False
identified problem,0.0,19.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
weave structures,0.0,24.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
study scope,1.0,41.0,0.0,0.0,0.0004,0.0,0.0002,news_research,False,False,True,False
study team,3.0,51.0,0.0,0.0,0.0005,0.0,0.0002,news_research,False,False,True,False
tillage and soil amendment,0.0,18.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
acid ratio,0.0,22.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,True,False
recollision,0.0,0.0,13.0,0.0,0.0,0.0002,0.0002,speech,False,False,False,True
tillage methods,0.0,18.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
construction equipment,20.0,41.0,9.0,0.0002,0.0004,0.0001,0.0002,news_research_speech,False,False,True,False
tillage system,0.0,23.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
study sort,0.0,20.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
study significance,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
study show,1.0,52.0,0.0,0.0,0.0005,0.0,0.0002,news_research,False,False,True,False
recollect,0.0,0.0,12.0,0.0,0.0,0.0002,0.0002,speech,False,False,False,True
money market instruments,20.0,35.0,4.0,0.0002,0.0003,0.0001,0.0002,news_research_speech,False,False,True,False
construction cost performance,0.0,25.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
construction contractors,2.0,45.0,0.0,0.0,0.0004,0.0,0.0002,news_research,False,False,True,False
loop filter,0.0,20.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
related sounds,0.0,26.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
expected inflation,9.0,48.0,9.0,0.0001,0.0004,0.0001,0.0002,news_research_speech,False,False,True,False
construction delivery,0.0,18.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
management consultant,24.0,0.0,11.0,0.0002,0.0,0.0002,0.0002,news_speech,False,False,True,False
study tools,0.0,21.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
construction delays,8.0,48.0,0.0,0.0001,0.0004,0.0,0.0002,news_research,False,False,True,False
recollation,20.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,False,True
identified problems,5.0,55.0,3.0,0.0,0.0005,0.0,0.0002,news_research_speech,False,False,True,False
study process,0.0,26.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
study problem,0.0,19.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
acid solution,0.0,21.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,True,False
visa application process,36.0,0.0,6.0,0.0003,0.0,0.0001,0.0002,news_speech,False,False,True,False
construction management processes,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
plan design,0.0,2.0,29.0,0.0,0.0,0.0005,0.0002,research_speech,False,False,True,False
study participant,1.0,58.0,0.0,0.0,0.0005,0.0,0.0002,news_research,False,True,True,False
visa application centre,24.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
study outcomes,0.0,26.0,0.0,0.0,0.0002,0.0,0.0002,research,False,True,True,False
access healthcare,38.0,21.0,2.0,0.0003,0.0002,0.0,0.0002,news_research_speech,False,True,False,False
kuf government,0.0,0.0,15.0,0.0,0.0,0.0002,0.0002,speech,False,False,False,True
zebra crossing,51.0,2.0,4.0,0.0004,0.0,0.0001,0.0002,news_research_speech,False,False,True,False
apartment block,28.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
study samples,0.0,25.0,0.0,0.0,0.0002,0.0,0.0002,research,False,True,True,False
mile delivery,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,True,False
study regions,0.0,18.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,True,False
study recommendations,0.0,27.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
related subjects,6.0,20.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,False,False,True,False
expected level,5.0,41.0,0.0,0.0,0.0004,0.0,0.0002,news_research,False,False,True,False
study purpose,0.0,25.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
study volunteers,0.0,20.0,0.0,0.0,0.0002,0.0,0.0002,research,False,True,False,False
construction contract,3.0,50.0,0.0,0.0,0.0005,0.0,0.0002,news_research,False,False,True,False
constriction,11.0,23.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,False,True,False,False
challenging tasks,12.0,24.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,False,False,True,False
manure rate,0.0,23.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
grating surfaces,0.0,20.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
related risks,7.0,26.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,False,False,True,False
visa processes,20.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
visa process,29.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
ethnicities,29.0,41.0,2.0,0.0002,0.0004,0.0,0.0002,news_research_speech,False,False,True,False
military academy,7.0,0.0,12.0,0.0001,0.0,0.0002,0.0002,news_speech,False,False,True,False
expected frequency,0.0,19.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
sal s promotion,0.0,21.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,False,True
place place,0.0,0.0,12.0,0.0,0.0,0.0002,0.0002,speech,False,False,False,True
challenging year,46.0,1.0,7.0,0.0004,0.0,0.0001,0.0002,news_research_speech,False,False,True,False
sub chiefs,6.0,37.0,5.0,0.0001,0.0003,0.0001,0.0002,news_research_speech,False,False,True,False
graveyard,45.0,6.0,14.0,0.0004,0.0001,0.0002,0.0002,news_research_speech,False,False,True,False
money laundering investigations,24.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
audit report implementation committee,0.0,23.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
constraining factors,0.0,22.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
related resources,0.0,25.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
gravel mining,1.0,52.0,0.0,0.0,0.0005,0.0,0.0002,news_research,False,False,True,False
constraint set,0.0,21.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
risk allocation,1.0,52.0,8.0,0.0,0.0005,0.0001,0.0002,news_research_speech,False,False,True,False
gratefulness,9.0,22.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,False,True,True,False
placement process,40.0,0.0,4.0,0.0003,0.0,0.0001,0.0002,news_speech,False,False,True,False
grassroots football,37.0,0.0,8.0,0.0003,0.0,0.0001,0.0002,news_speech,False,False,True,False
audit team,24.0,35.0,7.0,0.0002,0.0003,0.0001,0.0002,news_research_speech,False,False,True,False
identity matrix,1.0,58.0,0.0,0.0,0.0005,0.0,0.0002,news_research,False,False,True,False
construction business,2.0,49.0,1.0,0.0,0.0005,0.0,0.0002,news_research_speech,False,False,True,False
grassroots base,20.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
studying,7.0,28.0,0.0,0.0001,0.0003,0.0,0.0002,news_research,False,False,True,False
visa integrity fee,9.0,0.0,20.0,0.0001,0.0,0.0003,0.0002,news_speech,False,False,True,False
grassroot members,7.0,0.0,14.0,0.0001,0.0,0.0002,0.0002,news_speech,False,False,True,False
study women,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,True,False,False
identity cards,57.0,15.0,1.0,0.0005,0.0001,0.0,0.0002,news_research_speech,False,False,True,False
constructed wetland,0.0,21.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,True,False
sture,0.0,0.0,13.0,0.0,0.0,0.0002,0.0002,speech,False,False,False,True
challenging operating environment,24.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
constructed wetlands,1.0,55.0,0.0,0.0,0.0005,0.0,0.0002,news_research,True,False,True,False
expected goals,18.0,10.0,0.0,0.0002,0.0001,0.0,0.0002,news_research,False,False,True,False
grassroots sports,26.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
place systems,25.0,15.0,15.0,0.0002,0.0001,0.0002,0.0002,news_research_speech,False,False,True,False
construction activity,9.0,42.0,2.0,0.0001,0.0004,0.0,0.0002,news_research_speech,False,False,True,False
construction aggregate mining activities,0.0,23.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
challenging issue,8.0,20.0,11.0,0.0001,0.0002,0.0002,0.0002,news_research_speech,False,False,True,False
grassroots person,20.0,0.0,10.0,0.0002,0.0,0.0002,0.0002,news_speech,False,False,True,False
risk advisory,20.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
manure treatment,0.0,18.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
record final,22.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
picture making,0.0,28.0,8.0,0.0,0.0003,0.0001,0.0002,research_speech,False,False,True,False
three-tier contributory pension scheme,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
three-tier interchange,23.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
three-tier pension scheme,28.0,18.0,0.0,0.0002,0.0002,0.0,0.0002,news_research,False,False,True,False
succession process,5.0,59.0,0.0,0.0,0.0005,0.0,0.0002,news_research,False,False,True,False
succession practices,0.0,20.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
said day,53.0,0.0,1.0,0.0005,0.0,0.0,0.0002,news_speech,False,False,False,True
outﬂows,0.0,21.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
hygiene education,10.0,28.0,0.0,0.0001,0.0003,0.0,0.0002,news_research,False,True,False,False
succession plans,13.0,33.0,5.0,0.0001,0.0003,0.0001,0.0002,news_research_speech,False,False,True,False
million ghanians,0.0,0.0,11.0,0.0,0.0,0.0002,0.0002,speech,False,False,True,False
ground state,0.0,27.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
succession planning policy,0.0,25.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
congressman,29.0,0.0,5.0,0.0002,0.0,0.0001,0.0002,news_speech,False,False,True,False
succession planning measures,0.0,18.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
hygiene products,25.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,True,False,False
visitor experience,23.0,6.0,0.0,0.0002,0.0001,0.0,0.0002,news_research,False,False,True,False
charge pump,0.0,26.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
pickup vehicle,47.0,0.0,5.0,0.0004,0.0,0.0001,0.0002,news_speech,False,False,True,False
pickup vehicles,25.0,0.0,5.0,0.0002,0.0,0.0001,0.0002,news_speech,False,False,True,False
hydroxyl radicals,0.0,19.0,0.0,0.0,0.0002,0.0,0.0002,research,False,True,True,False
ground water contamination,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,True,True,False,False
congestions,8.0,44.0,9.0,0.0001,0.0004,0.0001,0.0002,news_research_speech,False,False,True,False
hydroxylation,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,True,False,False
charge sheets,15.0,0.0,16.0,0.0001,0.0,0.0003,0.0002,news_speech,False,False,True,False
three-storey building,51.0,1.0,0.0,0.0004,0.0,0.0,0.0002,news_research,False,False,True,False
subscription prices,37.0,1.0,13.0,0.0003,0.0,0.0002,0.0002,news_research_speech,False,False,True,False
ground rent,33.0,16.0,19.0,0.0003,0.0001,0.0003,0.0002,news_research_speech,False,False,True,False
piggery,29.0,24.0,0.0,0.0002,0.0002,0.0,0.0002,news_research,True,False,False,False
lorries,55.0,13.0,2.0,0.0005,0.0001,0.0,0.0002,news_research_speech,False,False,True,False
million children,49.0,14.0,0.0,0.0004,0.0001,0.0,0.0002,news_research,False,True,True,False
three-year project,41.0,1.0,18.0,0.0004,0.0,0.0003,0.0002,news_research_speech,False,False,True,False
connected graph,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
three-week lockdown,21.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,True,True,False
visiting team,32.0,0.0,4.0,0.0003,0.0,0.0001,0.0002,news_speech,False,False,True,False
outstanding salaries,51.0,0.0,4.0,0.0004,0.0,0.0001,0.0002,news_speech,False,False,True,False
ground plane,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
record appreciation,18.0,0.0,4.0,0.0002,0.0,0.0001,0.0002,news_speech,False,False,True,False
connected devices,23.0,6.0,0.0,0.0002,0.0001,0.0,0.0002,news_research,False,False,True,False
ground offensive,23.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
l ife insurance compan,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,True,True,False
lorry drivers,23.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
ground water quality,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,True,True,False,False
pickup trucks,17.0,2.0,25.0,0.0001,0.0,0.0004,0.0002,news_research_speech,False,False,True,False
record highs,61.0,3.0,12.0,0.0005,0.0,0.0002,0.0002,news_research_speech,False,False,True,False
sugar drinks,0.0,0.0,13.0,0.0,0.0,0.0002,0.0002,speech,True,True,False,False
charity work,32.0,3.0,16.0,0.0003,0.0,0.0003,0.0002,news_research_speech,False,False,True,False
conflicting reports,48.0,15.0,7.0,0.0004,0.0001,0.0001,0.0002,news_research_speech,False,False,True,False
conflicting results,2.0,53.0,0.0,0.0,0.0005,0.0,0.0002,news_research,False,True,True,False
million residents,18.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
weaving processes,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
sugar bread samples,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
three-month period,31.0,7.0,0.0,0.0003,0.0001,0.0,0.0002,news_research,False,False,True,False
record low,24.0,6.0,0.0,0.0002,0.0001,0.0,0.0002,news_research,False,False,True,False
hydrometer method,0.0,19.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
manufacturing plants,25.0,29.0,2.0,0.0002,0.0003,0.0,0.0002,news_research_speech,True,False,True,False
conflicting parties,17.0,48.0,0.0,0.0001,0.0004,0.0,0.0002,news_research,False,False,True,False
hydrological processes,0.0,17.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,True,False
management functions,2.0,49.0,0.0,0.0,0.0005,0.0,0.0002,news_research,False,False,True,False
groundnut oil,9.0,26.0,0.0,0.0001,0.0002,0.0,0.0002,news_research,True,False,False,False
groundnut harvester,0.0,24.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
physio,24.0,0.0,7.0,0.0002,0.0,0.0001,0.0002,news_speech,False,True,False,False
record profit,22.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
related concepts,1.0,52.0,0.0,0.0,0.0005,0.0,0.0002,news_research,False,False,True,False
groundnut cake,0.0,27.0,0.0,0.0,0.0002,0.0,0.0002,research,True,False,False,False
said article,22.0,0.0,4.0,0.0002,0.0,0.0001,0.0002,news_speech,False,False,True,False
million students,27.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
million streams,18.0,0.0,0.0,0.0002,0.0,0.0,0.0002,news,False,False,True,False
conflicting findings,0.0,23.0,0.0,0.0,0.0002,0.0,0.0002,research,False,False,True,False
hydrological cycle,2.0,50.0,0.0,0.0,0.0005,0.0,0.0002,news_research,True,False,True,False
