text,language,priority,option1,option2,option3,model1,model2,model3
Ebol be kekii chiŋgliŋ,gjn,1,Transformation of cassava,,,gemini-3.6-flash,,
Anishito be afuibi/katol be kekɔr,gjn,1,Eye protection equipment,,,gemini-3.6-flash,,
Asɔ ere bee ŋini nkpa to be saŋɛ nɛ baa tere Ketumba nna.,gjn,1,"These items show life stage, which is called Ketumba.",,,gemini-3.6-flash,,
Kananɛ ba tere beche be,gjn,1,How females are called,,,gemini-3.6-flash,,
Kananɛ ba tere benyɛn,gjn,1,How males are called,,,gemini-3.6-flash,,
Nuso nɛ ba tere ketumbayasheŋ fobe daŋkare to?,gjn,1,Why is puberty called ketumbayasheŋ in your culture?,,,gemini-3.6-flash,,
Benyɛn nɛ beche kikɛ bee bulɔ,gjn,1,Both men and women write,,,gemini-3.6-flash,,
Manɛ ela ketumbaya be kawɔrɔ?,gjn,1,What is the importance of culture?,,,gemini-3.6-flash,,
Kebir n wɔtɔ la kebulɔso nna nɛ baa ta esa a bulɔ a ŋini kachinato be eyilikpa,gjn,1,A black mark is a curse used to show disrespect to someone's character,,,gemini-3.6-flash,,
"Baaŋ tiŋ m bir esa n wɔtɔ mamachi be ashuŋ to, ashiri be ntuŋ to nko",gjn,1,"A person cannot be cursed in the middle of work, secret affairs, or",,,gemini-3.6-flash,,
Keta Ketumbayasheŋ N Kasar Abarso: Amo Nɛ A,gjn,1,Part Three: Culture and Society: You and Your,,,gemini-3.6-flash,,
Duli Abar Nko A La Kukoŋwule,gjn,1,Different Tribes or Being One,,,gemini-3.6-flash,,
"Benawuraana baaŋ ya wu nchɛrga ko ashi mbifɔlbi cheso to, baa fara keblase",gjn,1,"The owners of the land will then see a sign on the children, and they will begin the cleansing ritual",,,gemini-3.6-flash,,
"Baaŋ ŋini bumo laŋ be kekata be ashuŋ fanɛ kadaŋɛ, kafuwe, kafɔr,",gjn,1,"They will also teach them the work of covering, such as weaving, skinning, and tanning,",,,gemini-3.6-flash,,
"Baa ŋini bumo enɔto be ashuŋ fanɛ klaŋ be kalɔ, ashembi be kawɔrɔ nɛ",gjn,1,"They show their teeth like the color of chalk, words of reading and",,,gemini-3.6-flash,,
Bu naa bii kananɛ baa cha n saa boŋ adaŋkare be nshɛ na.,gjn,1,They see how they laugh and give them such a chair.,,,gemini-3.6-flash,,
Kawɔrɔ na be saŋɛ/gbagba,gjn,1,During reading time,,,gemini-3.6-flash,,
"Kachutoo na be kaman, baa ta bumo nna a bulɔ adaŋkare ere",gjn,1,"After the bath, they take them and sit in these chairs",,,gemini-3.6-flash,,
Keyoyul to be kechɔnkeni fanɛ e kraa la tumba.,gjn,1,"In the journey of life, it is like a calabash.",,,gemini-3.6-flash,,
Esa na naa she bumobe amu nna.,gjn,1,That person is taking care of them.,,,gemini-3.6-flash,,
Mbia na bee china kabɛbi nko kawolbi so nna kawɔrɔ ere be saŋɛ.,gjn,1,The children sit on a mat or carpet at this time.,,,gemini-3.6-flash,,
"Baa sa bumo ajibi (kefule daŋɛso, kujɔ monɛ bu puturto, nɛ adamta nna)",gjn,1,"They are given food (for example, soft food, cooked plantain, etc.)",,,gemini-3.6-flash,,
Baa tere kemaŋkura be nshɛr nna n sa bumo n wɔrɔ bumo ansaŋ nɛ keba,gjn,1,They call the town's libation pourer to perform libation for them for good luck and life.,,,gemini-3.6-flash,,
Kaseto ere la mbichesobi monɛ bu baaŋ luwe kawɔrɔ na be amfoni nna.,gjn,1,This picture shows the girls who have completed the performance.,,,gemini-3.6-flash,,
Kawɔrɔ na be kaman,gjn,1,A trade and its role,,,gemini-3.6-flash,,
Mbichesobi ka wɔtɔ kente be awajɛ ketumbayasheŋ,gjn,1,First topic: Reading and writing the trade of weaving,,,gemini-3.6-flash,,
Keta Ketumbayasheŋ n Kasar Abar:,gjn,1,"Section Three: Reading, Writing and General Knowledge:",,,gemini-3.6-flash,,
Mbarga monɛ a wɔ Ghana be adaŋkareana be kawɔrɔ to.,gjn,1,Occupations that are in Ghana's traditional trades.,,,gemini-3.6-flash,,
"Kawɔrɔ na to, kefule daŋɛso na be keji bee ŋini kakurwe nna.",gjn,1,"In the agreement, the signatures of the thumb will represent the signature.",,,gemini-3.6-flash,,
Mbroni be kufol nyɔsepo to nɛ ba wɔrɔ kumo nɛ ku bee ji,gjn,1,It was written in the Second European month and it is effective,,,gemini-3.6-flash,,
Kawɔrɔ na bee ji nchɛ aburwa nna n saa fara Atania nko Atalata.,gjn,1,"The dry season lasts for six months, starting from Monday or Tuesday.",,,gemini-3.6-flash,,
Nuso nɛ baa wɔrɔ ketumbayasheŋ fobe daŋkare monɛ fee bii to?,gjn,1,What is the importance of cultivating food crops in your community?,,,gemini-3.6-flash,,
Benyɛn be ketumbayasheŋ maŋ gbugi Ghana be adaŋkare to.,gjn,1,The role of men cannot be minimized in Ghana's politics.,,,gemini-3.6-flash,,
Butrumwɔɔ/Deŋtuwoo” nɛ Nvagla be “Pella”.,gjn,1,"""Butrumwɔɔ/Deŋtuwoo"" and Vagla's ""Pella"".",,,gemini-3.6-flash,,
E ta malfa na a kuŋ mobe kanaŋ n saa ji kekpaŋ.,gjn,1,"He took the gun and loaded it into his arm, then fired into the air.",,,gemini-3.6-flash,,
Ekpaana na be ako beeŋ tiŋ a la:,gjn,1,Some of their tracks can be:,,,gemini-3.6-flash,,
Keta mbia na n luri kenimuya to.,gjn,1,Give the children a chance to grow in wisdom.,,,gemini-3.6-flash,,
Kebla bumo ase eyurto nɛ ayoyul to.,gjn,1,Help them in respect and good manners.,,,gemini-3.6-flash,,
Kade kama nɛ kumobe kawɔrɔ nna nɛ ku bee bɛ bumobe yiri na be ayɛrda so.,gjn,1,Every land has its own traditions and they respect their names based on trust.,,,gemini-3.6-flash,,
Ku bee ŋini kelar kebiito nna n luri kenimuya to.,gjn,1,It shows small love coming from wisdom.,,,gemini-3.6-flash,,
Ku bee sa esa na kenyi nɛ ku daga nna nɛ e tiŋ keta eyilikpa pupɔr na.,gjn,1,It gives a person wisdom and it is necessary that he can shoot the real target well.,,,gemini-3.6-flash,,
Ku bee shinɛ ekama bee pin fanɛ esa na fo kakil nna na.,gjn,1,It shows that everyone knows that you are an elder.,,,gemini-3.6-flash,,
Ku bee bla mbia na ase eyurto nɛ keyoyul to nna.,gjn,1,It makes the children cool and happy.,,,gemini-3.6-flash,,
Ku bee ŋini mbichesobi nɛ mbinyɛnsobi adabi lela nna kachinato.,gjn,1,It teaches boys and girls good habits in society.,,,gemini-3.6-flash,,
Ku bee ŋini bumo efuli na be adaŋkaresheŋ nna.,gjn,1,It shows them the importance of the land.,,,gemini-3.6-flash,,
Ku bee kuŋ kebawɔtɔ jaga jaga nɛ kebaa gama kenyɛn nɛ keche pɔɛ n saa,gjn,1,It spoils the ecosystem and makes it difficult for men and women to live peacefully.,,,gemini-3.6-flash,,
Kawɔrɔ na bee shinɛ kebichesobi bee nyɛ kemanshɛrbi nɛ e beeŋ ta a kilgito,gjn,1,The book shows how a girl gets pregnant and drops out of school.,,,gemini-3.6-flash,,
Manɛ e na kaa wɔrɔ pɔɛ nɛ kawɔrɔ na e fara?,gjn,1,What is used to weave the basket from the beginning?,,,gemini-3.6-flash,,
Bii amfoni ere nɛnɛ:,gjn,1,Look at this picture:,,,gemini-3.6-flash,,
Ta kusɔnɛ fo bii na n delge kusɔnɛ ku bee wɔrɔ na so?,gjn,1,How does your example differ from what actually happens?,,,gemini-3.6-flash,,
Ŋinito asɔ monɛ a duli abar anyɔ nɛ a monɛ a kɔr abarto anyɔ ashi baasa nɛ,gjn,1,Show two ways they are similar and two ways they are different from human beings.,,,gemini-3.6-flash,,
Ghana be ayiri pɔtɛ anyɔ be ketumbayasheŋ be kawɔrɔ to.,gjn,1,in two other regions of Ghana.,,,gemini-3.6-flash,,
Ta kusɔnɛ fo nyɛ na n ŋini fo barkasa ebiikpa.,gjn,1,Take your example and show your classmate.,,,gemini-3.6-flash,,
Agbartere be kepalto be mbishi,gjn,1,Questions about the selection of names,,,gemini-3.6-flash,,
Sibɛ agbartere anu nɛ amobe elerkpa ashi Ngbanyato.,gjn,1,Write five names and their meanings in Gonja.,,,gemini-3.6-flash,,
Sibɛ kegbarcheso kama nɛ fo nyi nɛ agbartere asa kama nɛ a liɛ kumo.,gjn,1,Write each proverb that you know and the three names that come from it.,,,gemini-3.6-flash,,
Sa agbartere be atunɔ asa n sa baasa monɛ baa ji amo.,gjn,1,Give three examples of proverbs and the people who use them.,,,gemini-3.6-flash,,
Ketumbayasheŋ be kawɔrɔ be kepalto be mbishi,gjn,1,Questions on the importance of occupations,,,gemini-3.6-flash,,
Ta fo gbagba be kepinto n ŋinito kusɔnɛ ku la ketumbayasheŋ be kawɔrɔ.,gjn,1,Use your own experience to explain what occupation means.,,,gemini-3.6-flash,,
Sa n shin buwito ketumbayasheŋ be atunɔ anu ashi fobe efuli so.,gjn,1,Give five importances of occupations in your community.,,,gemini-3.6-flash,,
Ketumbayasheŋ be kaba monɛ fo tama fanɛ bu laŋɛ n keni kumobe,gjn,1,The reason news stories are written so that they are read to see them,,,gemini-3.6-flash,,
Buwi fobe ketuwebi na to.,gjn,1,Write your address in it.,,,gemini-3.6-flash,,
Ngbanyato be kesibɛ be mbra,gjn,1,Rules of Gonja orthography,,,gemini-3.6-flash,,
Kaba ere bee kenito Kasibɛbirabarso be ntuŋso nna.,gjn,1,This short news story is based on the functions of punctuation.,,,gemini-3.6-flash,,
Sibɛ kesheŋkute be Kasibɛbirabarso.,gjn,1,Write capital letters punctuation.,,,gemini-3.6-flash,,
Kasibɛbirabarso la kasibɛ monɛ ku bee lara kesheŋ ko nko kesheŋtirso ko,gjn,1,Punctuation is writing that helps a sentence or a text,,,gemini-3.6-flash,,
Kasibɛbirabarso kama kɔ kumo nawule be kapɔr nɛ ayabi nna.,gjn,1,Every symbol has its own main idea and details.,,,gemini-3.6-flash,,
Anye daŋ malga kumu ere be asheŋ ko kaba mo na to.,gjn,1,We will discuss these matters further below.,,,gemini-3.6-flash,,
Feeŋ tiŋ nyiŋi kusɔ nɛ ku,gjn,1,You can draw something that,,,gemini-3.6-flash,,
Manɛ ela kamalgafol chɛtopo?,gjn,1,Who is an instructional reviewer?,,,gemini-3.6-flash,,
Sibɛ fobe atuwebi n nase fo kaŋ bir fo barkasa kilijima n luwe.,gjn,1,Write your answer and check your spelling and grammar when you finish.,,,gemini-3.6-flash,,
Naniere ta fobe atuwebi na n kasar atuwebi monɛ a wɔ kaseto ere.,gjn,1,Look at your pictures and write the names under them in this table.,,,gemini-3.6-flash,,
Kamalgafolmu ela kamalgafol monɛ ku bee buwito kesheŋtirso na so ashi kato na,gjn,1,A concluding paragraph is a paragraph that summarizes the essay from the top.,,,gemini-3.6-flash,,
Kamalgafol chɛtopo ela kamalgafol monɛ ku bee chɛto a buwito kesheŋtirso,gjn,1,A body paragraph is a paragraph that develops and expands the essay.,,,gemini-3.6-flash,,
Agoni kpra ko e daga nɛ fo baa ko n tiŋ sibɛ kasibɛbirabarso lɛla.,gjn,1,Try as much as possible to write on a good table.,,,gemini-3.6-flash,,
Kasibɛbirabarso la kasibɛ monɛ ku bee lara kesheŋ ko nko kesheŋtirso ko efuli,gjn,1,A table is a piece of writing that reveals a point or a paragraph.,,,gemini-3.6-flash,,
Kasibɛbirabarso kama bee buwi kesheŋtirso ko so nna.,gjn,1,Every table summarizes a specific paragraph.,,,gemini-3.6-flash,,
Kasibɛbirabarso be ntuŋso be asheŋ nɛ anye beeŋ ji mfa n fara nɛ kesheŋkute,gjn,1,The purpose of a table and what we will gain from it starts with the topic sentence.,,,gemini-3.6-flash,,
Saŋɛ damta esa koŋwule be katilemu nɛ ku bee ta a shuŋ.,gjn,1,When a single individual's problem affects the whole community.,,,gemini-3.6-flash,,
Kesheŋkute be kasibɛbirabarso be amu ko nde:,gjn,1,One example of a summary mark is:,,,gemini-3.6-flash,,
Sibɛ keshɛrkpaŋ ta n laŋɛ fo sososo be sukuru be keyɔ be kachɛ be asheŋ.,gjn,1,Write a letter to your senior high school headmaster about your absence.,,,gemini-3.6-flash,,
Sibɛ keshɛrkpaŋ ta n laŋɛ fobe ewushi be saŋɛ monɛ fo maaŋ teŋso.,gjn,1,Write a letter to your uncle explaining why you cannot visit him.,,,gemini-3.6-flash,,
Sibɛ keshɛrkpaŋ ta n laŋɛ fobe kanyɛ/kusɔwɔrɔso monɛ fobe kagbene fuli,gjn,1,Write a letter to your sister/friend explaining your favorite meal.,,,gemini-3.6-flash,,
Kesheŋkute be kasibɛbirabarso kɔ kapɔr monɛ ku bee chɛ fo to nna nɛ fee sibɛ,gjn,1,6. Every punctuation mark has a use that helps you when you write,,,gemini-3.6-flash,,
Kraŋ kebɔaya ashi kebor ere so,gjn,1,7. Read this passage,,,gemini-3.6-flash,,
"Ntuŋso to, menye e bir kelijima ta n laŋɛ kusɔ monɛ fo kraŋ na so.",gjn,1,"8. Therefore, what do you turn into a game using what you read?",,,gemini-3.6-flash,,
Ta fobe kusɔ monɛ fo bii kakraŋ na to na n kasar kesheŋkute be kasibɛbirabarso,gjn,1,9. Take your object that you brought to school and draw a punctuation mark,,,gemini-3.6-flash,,
"Kapɔr na ela kasotofuti, apuntosɔ nɛ lalaluwe.",gjn,1,"10. The mark is a full stop, question mark, or exclamation mark.",,,gemini-3.6-flash,,
Kawol na be abɔaya dagaso monɛ bekrampo,gjn,1,Books and reading materials that are appropriate for children,,,gemini-3.6-flash,,
Kamalgafol monɛ ku kɔ kesheŋ tinini na gba bee daŋɛso nna.,gjn,1,A story that has a direct moral lesson is also taught.,,,gemini-3.6-flash,,
Mfa nɛ kesheŋkreso monɛ ku bee chɛto a buwito kamalgafolmu na to bee lar,gjn,1,Here is the place where the story and its meaning in the narrative are explained,,,gemini-3.6-flash,,
Saŋɛ monɛ keshɛrkpaŋ na wɔrɔ nɛ kesheŋkreso na kikɛ bee buwito mfa nna.,gjn,1,"When the problem occurs, all the storytellers discuss it here.",,,gemini-3.6-flash,,
Lɔŋɛ m palto kamalgafolmu na to.,gjn,1,Read through the stories.,,,gemini-3.6-flash,,
Lɔŋɛ m palto asheŋ kpra na to.,gjn,1,Read through the three issues.,,,gemini-3.6-flash,,
Sibɛ kamalgafol monɛ ku beeŋ duwɔso kasibɛbirabarso na kikɛ so.,gjn,1,Write a story that fits each of the titles.,,,gemini-3.6-flash,,
"N fara mabe yunivasiti n ya luwe, mee jigi nɛnɛ ga mabe nsulwe to.",gjn,1,"Since I completed my university, I have not found any work to do.",,,gemini-3.6-flash,,
Kananɛ ku daŋ wɔrɔ ma nna na,gjn,1,This is how it happened to me,,,gemini-3.6-flash,,
N too n nawuraana jaga fɔŋfɔŋ ma kumu.,gjn,1,I ask my leaders to take good care of it.,,,gemini-3.6-flash,,
Ebɔrɛ nɛ lakal monɛ m bii na to nɛ kumu lɛla monɛ n nyɛ tɔrɔ ere be,gjn,1,12. God and the wisdom I got from it and the good character I received from these studies,,,gemini-3.6-flash,,
Manɛ ela kedelgeso be kasibɛbirabarso?,gjn,1,What is a descriptive essay?,,,gemini-3.6-flash,,
Kedelgeso be kasibɛbirabarso be kapɔr du nna fanɛ nsibɛbirabarso monɛ anye tiŋ,gjn,1,Types of descriptive essays are like the essays that we can,,,gemini-3.6-flash,,
Kasotofuti: kede bee fara nɛ kesheŋ monɛ kasibɛbirabarso na bee sa nɛ ku ji,gjn,1,Introduction: This starts with the sentence that the essay provides to make it,,,gemini-3.6-flash,,
Apuntosɔ be nto: Mfa nɛ kesheŋkreso monɛ ku bee chɛto a buwito kamalgafolmu,gjn,1,Body of the essay: Here is the main part that brings together the explanation of the topic,,,gemini-3.6-flash,,
Kamalgafolmu na daga ku ka buwito kato kama be kesheŋkreso,gjn,1,The explanation must cover all parts of the main topic,,,gemini-3.6-flash,,
Kedelgeso be kasibɛbirabarso be amu ko nde:,gjn,1,One example of a screen lock type is:,,,gemini-3.6-flash,,
Kedelge epel/vidiyo shaso so,gjn,1,Locking the screen/video,,,gemini-3.6-flash,,
Kedelge kayurwushi nɛ kashinteŋ ji be lakal so.,gjn,1,Locking patterns and password mindfully.,,,gemini-3.6-flash,,
Kedelge kawol/buuku monɛ fee sha ga so.,gjn,1,Locking the device/book that you want.,,,gemini-3.6-flash,,
Kedelge fobe sososo be efuli pɔtɛ be keyɔ so.,gjn,1,Locking your main main home page.,,,gemini-3.6-flash,,
Kedelge fo teri/nekpa kpakpaso so.,gjn,1,Locking your friends/trusted contacts.,,,gemini-3.6-flash,,
Bɛ kusɔ monɛ fo bii na so n ŋinito kusɔnɛ ku la kedelgeso be,gjn,1,"Because of what you know about it, show why it is a screen lock",,,gemini-3.6-flash,,
Nuso nɛ kumo nɛ kesheŋkute be kasibɛbirabarso kɔr,gjn,1,Why it and the main type of lock match,,,gemini-3.6-flash,,
Kedelgeso be kasibɛbirabarso be kapɔr/ayabi e wɔ kaseto ere,gjn,1,The missing words for the lesson table are listed below.,,,gemini-3.6-flash,,
Ngbar na daga a ka buwito nɛnɛ n sa ekrampo na.,gjn,1,Write down the answers clearly for the teacher.,,,gemini-3.6-flash,,
Ta alakalfoni nɛ kamalganyi be apɔrsobi n shuŋ.,gjn,1,Use pencil and eraser to do the work.,,,gemini-3.6-flash,,
Kraŋ ekpaana ere monɛ feeŋ bɛso n sibɛ kedelgeso be kasibɛbirabarso;,gjn,1,Read these paths that you will follow to write the lesson table;,,,gemini-3.6-flash,,
"Kesasepo, sibɛ fobe nto kama be kamalgafolmu n nase.",gjn,1,"Fourthly, write down all your thoughts in an outline.",,,gemini-3.6-flash,,
"Lalaluwe, lɔŋɛ n kraŋ kumo nɛnɛ.",gjn,1,"Fifthly, edit and correct it.",,,gemini-3.6-flash,,
Fee naŋ tiŋ ta ekpaana ko n tiiso aa?,gjn,1,Can you use another way to fix it?,,,gemini-3.6-flash,,
Ta ngbar monɛ a wɔ kesheŋkute nɛ kedelgeso be nsibɛbirabarso to n,gjn,1,Take the work that is in the middle and the end of the exercise book and,,,gemini-3.6-flash,,
Ta fobe atuwebi na n ŋini fo braana ebiikpa to.,gjn,1,Take your small exercise book and show your teacher in class.,,,gemini-3.6-flash,,
Kebuwiasheŋto be kasibɛbirabarso be kasibɛ be ekpaana,gjn,1,How to use an answering exercise book on page,,,gemini-3.6-flash,,
Manɛso nɛ adaga baasa e ba kraa yɔ esoso be kasheŋkeni to?,gjn,1,Why should three people even go up into high office?,,,gemini-3.6-flash,,
Ŋinito mfɛra be alemfia be tɔnɔ.,gjn,1,The benefits of health education.,,,gemini-3.6-flash,,
Buwito nɛnɛ kedibikuu/kupuŋchɔ be jerbɛ/tɔrɔ.,gjn,1,Write the title/topic of each poem/song.,,,gemini-3.6-flash,,
Kananɛ afuuto be abɔaya bee tɔrɔ nko a chɛ kakraŋ to.,gjn,1,How physical body parts are listed or grouped in the story.,,,gemini-3.6-flash,,
"Nɛ fo baa sha kesibɛ kebuwiasheŋto be kasibɛbirabarso, adaga nɛ fo bɛ ekpaana",gjn,1,"And if you want to know the punctuation marks in the sentence, then you should read",,,gemini-3.6-flash,,
Kraŋ fobe mbishi na be kumu na nɛnɛ.,gjn,1,Read your questions and their answers.,,,gemini-3.6-flash,,
Beta n kraŋ fobe kumu be atuwebi na.,gjn,1,Hold and read the small parts of your answer.,,,gemini-3.6-flash,,
Tol fobe kasibɛbirabarso na nɛ ku ŋini fo kananɛ feeŋ sibɛ kumo.,gjn,1,Show your punctuation marks and let it guide you on how you will write it.,,,gemini-3.6-flash,,
"Sibɛ kamalgafolmu na gberɛbi, n shin fara kumo nɛ kasɔtofuti lɛla.",gjn,1,"Write the incomplete sentence, and fill it with a good conjunction.",,,gemini-3.6-flash,,
Kebuwiasheŋto be kasibɛbirabarso be kasibɛ be ekpaana/,gjn,1,The types of writing styles in literature/,,,gemini-3.6-flash,,
Kebuwiasheŋto be kasibɛbirabarso be kasibɛ be kapɔr e wɔ kaseto ere na.,gjn,1,The types of writing styles in literature that are in this book.,,,gemini-3.6-flash,,
Kasibɛbirabarso na be kasotofuti,gjn,1,Summary of the picture,,,gemini-3.6-flash,,
Apuntosɔ Ku bee ka la nto asa nna ama ku bee kaa chɔ loŋ kasibɛ tenteŋ to.,gjn,1,"Main points: It can be short sentences, but it can also go beyond that in long writing.",,,gemini-3.6-flash,,
Kebuwiasheŋto be kasibɛbirabarso be keluweto bee duwɔ kumu na kikɛ so nna.,gjn,1,The ending of a story is usually based on the whole body of the text.,,,gemini-3.6-flash,,
Lalaluwe na bee duwɔ kasibɛbirabarso na kikɛ n kii kekoŋwule.,gjn,1,The singing and body movements are all combined into one.,,,gemini-3.6-flash,,
Ŋinito kusɔ nɛ ku la kasibɛbirabarso.,gjn,1,Show something that represents a character.,,,gemini-3.6-flash,,
Ta fobe atuwebi na n ŋini fo braana,gjn,1,Take your small things and show your friend,,,gemini-3.6-flash,,
"Ntuŋso to, ta kedelgeso nɛ kebuwiasheŋto be nsibɛbirabarso be kapɔr to",gjn,1,"Therefore, use the front and back cover of the storybook",,,gemini-3.6-flash,,
"Nɛ fo gbagba be mmalgaba, buwito kusɔ nɛ ku la kesheŋkute be",gjn,1,"And in your own drafting, rewrite something that is a chapter",,,gemini-3.6-flash,,
Ŋinito kesheŋkute be kasibɛbirabarso be kapɔr so.,gjn,1,Look on the cover of the chapter paragraph.,,,gemini-3.6-flash,,
Sibɛ kasibɛbirabarso nɛ kumu ere “Mabe sukuru be kedelgeso”.,gjn,1,"Write the sub-heading: ""My school compound"".",,,gemini-3.6-flash,,
Manɛ ela kebuwiasheŋto be kasibɛbirabarso?,gjn,1,What is the story's sub-heading?,,,gemini-3.6-flash,,
Kenito kananɛ ku dese nɛ,gjn,1,How it looks and,,,gemini-3.6-flash,,
Ta kesheŋkute nɛ kebuwiasheŋto be nsibɛbirabarso n kasar abar.,gjn,1,Put a full stop and comma in the correct positions in the passage below.,,,gemini-3.6-flash,,
Kaba4 KASIBƐ BE MBRA,gjn,1,Unit 4 WRITING RULES,,,gemini-3.6-flash,,
Kaba ere bee mige mbra monɛ baa bɛso a sibɛ Ngbanyato nna.,gjn,1,This unit covers the rules followed when writing in Gonja.,,,gemini-3.6-flash,,
Mbra nɛ fo bii Ngbanyato na nɛ asɔ pɔtɛ nɛ fee bii fanɛ mbronito bee liɛ abar,gjn,1,Rules for writing Gonja and some things that are different from writing English,,,gemini-3.6-flash,,
Bɛ atere nɛ ntilemu be kasibɛ be mbra be ekpa so n kuu mmalgafol.,gjn,1,Write names and commas according to the rules in the exercise book.,,,gemini-3.6-flash,,
Bɛ adulwiso be kasibɛ be mbra be ekpa so n kuu mmalgafol.,gjn,1,Write full stops according to the rules in the exercise book.,,,gemini-3.6-flash,,
Bɛ ashuŋso nɛ adelgeso be kasibɛ be mbra be ekpa so n kuu mmalgafol.,gjn,1,Write question marks and exclamation marks according to the rules in the exercise book.,,,gemini-3.6-flash,,
Ntilemu gba bee shuŋ ewɔrɔpo nɛ esɔpo be kushuŋ kekuu mmalgafol to.,gjn,1,Commas also perform the work of a subject and an object in an exercise book.,,,gemini-3.6-flash,,
Adulwiso bee delge atere so nna.,gjn,1,Full stops only explain names.,,,gemini-3.6-flash,,
Ashuŋso bee delge kesheŋwɔrɔ nko kananɛ kusɔ nko kesheŋ la so nna.,gjn,1,"Question marks only explain a sentence, how a thing is, or the state of a sentence.",,,gemini-3.6-flash,,
"Ngbanyato, kushuŋso be keta n shuŋ maa bɛ asɔ be kananɛ a sa so.",gjn,1,"In Gonja, a noun is the name given to a person or a thing.",,,gemini-3.6-flash,,
Adelgeso bee delge ashuŋso so nna n ka beeŋ tiŋ n delge amo braana,gjn,1,Adjectives describe nouns and can describe them in various ways.,,,gemini-3.6-flash,,
"Lalaluwe be kaba na to, anye bir atere be kelijima.",gjn,1,"In the song above, we mentioned some types of nouns.",,,gemini-3.6-flash,,
Mfɛra be mbishi: Feeŋ tiŋ n nyiŋi atere be ntuŋ na aa?,gjn,1,Questions: Can you write down the types of nouns?,,,gemini-3.6-flash,,
Sibɛ amo n nase.,gjn,1,Write them down.,,,gemini-3.6-flash,,
"Atere ela kananɛ ba tere baasa, mboŋ, asɔbɔaya nɛ asɔ.",gjn,1,"A noun is the way people, places, or things are named.",,,gemini-3.6-flash,,
"Ketere beeŋ tiŋ m ba nɛ atanyusobi fanɛ ‘na’, ‘ko’",gjn,1,"A name can come with prefixes like 'na', 'ko'",,,gemini-3.6-flash,,
A beeŋ tiŋ n shuŋ fanɛ keterefolshiŋ.,gjn,1,It can also function as an adjectival modifier.,,,gemini-3.6-flash,,
"Jande ba deso: Ashi Ghana be ngbar damta to, ntilemu maa tiŋ a ŋini keche nɛ",gjn,1,"Read the following: From the three regions of Ghana, adverbs cannot modify a noun and",,,gemini-3.6-flash,,
Le nɛ ku du Ngbanyato aa?,gjn,1,How is it in Gonja?,,,gemini-3.6-flash,,
"Kasɔbii ere to, anye bir atere nɛ ntilemu be kasibɛ be mbra be kelijima.",gjn,1,"In this lesson, we will look at pronouns and the rules for the meaning of adverbs.",,,gemini-3.6-flash,,
Keni vidiyo na n shin chigeto fobe lakal ta n laŋɛ atere be ashuŋ be kabaso n,gjn,1,Watch the video and think about your mind to add the work of pronouns on,,,gemini-3.6-flash,,
"Naniere, ta kusɔnɛ fo keni m pɛ n nase na n karga ade so:",gjn,1,"Now, take something you saw and liked to read and answer these questions:",,,gemini-3.6-flash,,
Atere ka yili fanɛ ewɔrɔpo,gjn,1,Pronouns stand like a substitute,,,gemini-3.6-flash,,
Mbra monɛ ba bɛso a ta atere a kuu mmalgafol kɔr abarto nna ashi Ghana,gjn,1,Rules that are added to use pronouns to join adverbial phrases together in Ghana,,,gemini-3.6-flash,,
"Amo kikɛ to, atere bee shuŋ fanɛ:",gjn,1,"In all of them, names are used like:",,,gemini-3.6-flash,,
Ewɔrɔpo ashi mmalgafol to,gjn,1,Europeans from the northern part,,,gemini-3.6-flash,,
Anyee wu atere ewɔrɔpo be kaboŋ nna ashi Ghana be ngbarana to.,gjn,1,We see names of Europeans in their group from the regions of Ghana.,,,gemini-3.6-flash,,
Amaabaŋɛ yɔ bɔrɛlambu to.,gjn,1,Europeans went to the North.,,,gemini-3.6-flash,,
Abuku kɔ yawu ga.,gjn,1,They had books and weapons.,,,gemini-3.6-flash,,
Kanyiasheŋ ela kebawɔtɔ lɛla be kefiŋidibi.,gjn,1,Trade is a good way to bring wealth.,,,gemini-3.6-flash,,
Esɔpo ashi mmalgafol to (esɔpo tanyuso nɛ esɔpo tangelge),gjn,1,Africa from the north (North Africa and West Africa),,,gemini-3.6-flash,,
Atere beeŋ naŋ tiŋ n shuŋ fanɛ esɔpo ashi mmalgafol to.,gjn,1,Names can also be used as Africa from the north.,,,gemini-3.6-flash,,
Anye kɛ Ntareka buku.,gjn,1,Our book and Ntareka.,,,gemini-3.6-flash,,
N ta klembi n sa Samaakuse (esɔpo tangelge),gjn,1,I gave a present to Samaakuse (right ear),,,gemini-3.6-flash,,
Kpalawoso chise Nyɛfianɔto kakɛ.,gjn,1,Kpalawoso asked Nyɛfianɔto a question.,,,gemini-3.6-flash,,
Amaabaŋɛ tɔ kakɛ n sa Nyɛfianɔto.,gjn,1,Amaabaŋɛ gave a question to Nyɛfianɔto.,,,gemini-3.6-flash,,
Atere bee shuŋ fanɛ ketere delgesobi nna ashi Ghana be ngbarana ko,gjn,1,Names are written like small title names among some ethnic groups in Ghana,,,gemini-3.6-flash,,
Kede la ketere monɛ ku bee delge kumo barkasa ketere so nna.,gjn,1,This is a name that is derived from its origin name.,,,gemini-3.6-flash,,
Rɔba be kaba na wɔ Dari kutɔ.,gjn,1,The rubber shoe is in Dari's room.,,,gemini-3.6-flash,,
